"long","lat","group","order","region","subregion"
2.55709338188171,51.0975227355957,1,1,"Nord",NA
2.57999467849731,51.0029830932617,1,2,"Nord",NA
2.60910081863403,50.9854545593262,1,3,"Nord",NA
2.63078165054321,50.9507331848145,1,4,"Nord",NA
2.62589406967163,50.941162109375,1,5,"Nord",NA
2.59769892692566,50.9196739196777,1,6,"Nord",NA
2.6024374961853,50.913890838623,1,7,"Nord",NA
2.60928416252136,50.9055824279785,1,8,"Nord",NA
2.61569571495056,50.8675384521484,1,9,"Nord",NA
2.60108518600464,50.8526382446289,1,10,"Nord",NA
2.62189483642578,50.836254119873,1,11,"Nord",NA
2.62789392471313,50.814079284668,1,12,"Nord",NA
2.64138698577881,50.8114433288574,1,13,"Nord",NA
2.65368270874023,50.8184928894043,1,14,"Nord",NA
2.67059063911438,50.819751739502,1,15,"Nord",NA
2.68937802314758,50.8135643005371,1,16,"Nord",NA
2.718186378479,50.8112716674805,1,17,"Nord",NA
2.73387956619263,50.7846870422363,1,18,"Nord",NA
2.75437998771667,50.7712783813477,1,19,"Nord",NA
2.76438403129578,50.7536926269531,1,20,"Nord",NA
2.77638149261475,50.7482490539551,1,21,"Nord",NA
2.7862708568573,50.7283630371094,1,22,"Nord",NA
2.8295693397522,50.7222938537598,1,23,"Nord",NA
2.86248564720154,50.7095718383789,1,24,"Nord",NA
2.89367175102234,50.6992034912109,1,25,"Nord",NA
2.90526843070984,50.7008628845215,1,26,"Nord",NA
2.91736936569214,50.7111778259277,1,27,"Nord",NA
2.94547295570374,50.7475624084473,1,28,"Nord",NA
2.97397184371948,50.7495651245117,1,29,"Nord",NA
3.00106143951416,50.7618827819824,1,30,"Nord",NA
3.02383637428284,50.7682991027832,1,31,"Nord",NA
3.04646253585815,50.7734565734863,1,32,"Nord",NA
3.08125233650208,50.7723693847656,1,33,"Nord",NA
3.09948396682739,50.7750053405762,1,34,"Nord",NA
3.13885188102722,50.7806777954102,1,35,"Nord",NA
3.147944688797,50.7780418395996,1,36,"Nord",NA
3.17475342750549,50.7526588439941,1,37,"Nord",NA
3.19165563583374,50.7366752624512,1,38,"Nord",NA
3.20344138145447,50.7157592773438,1,39,"Nord",NA
3.23714280128479,50.7073974609375,1,40,"Nord",NA
3.24894571304321,50.6944465637207,1,41,"Nord",NA
3.25583839416504,50.6759986877441,1,42,"Nord",NA
3.24374914169312,50.6687774658203,1,43,"Nord",NA
3.23944020271301,50.6558876037598,1,44,"Nord",NA
3.24624133110046,50.6320533752441,1,45,"Nord",NA
3.27423596382141,50.5948638916016,1,46,"Nord",NA
3.27453970909119,50.5364799499512,1,47,"Nord",NA
3.28163862228394,50.526969909668,1,48,"Nord",NA
3.36692333221436,50.4898986816406,1,49,"Nord",NA
3.39982843399048,50.4968910217285,1,50,"Nord",NA
3.43042421340942,50.4979782104492,1,51,"Nord",NA
3.46403408050537,50.5201530456543,1,52,"Nord",NA
3.49732851982117,50.5257682800293,1,53,"Nord",NA
3.50783109664917,50.5131607055664,1,54,"Nord",NA
3.49132966995239,50.4903030395508,1,55,"Nord",NA
3.49452114105225,50.4814758300781,1,56,"Nord",NA
3.50902843475342,50.4809608459473,1,57,"Nord",NA
3.55891585350037,50.4933967590332,1,58,"Nord",NA
3.57221984863281,50.4856605529785,1,59,"Nord",NA
3.60482692718506,50.4890403747559,1,60,"Nord",NA
3.64043068885803,50.4589042663574,1,61,"Nord",NA
3.65471434593201,50.4454956054688,1,62,"Nord",NA
3.67171406745911,50.3911781311035,1,63,"Nord",NA
3.65680551528931,50.3592109680176,1,64,"Nord",NA
3.68320178985596,50.3091888427734,1,65,"Nord",NA
3.70200061798096,50.3003082275391,1,66,"Nord",NA
3.70750689506531,50.3105087280273,1,67,"Nord",NA
3.72490763664246,50.307014465332,1,68,"Nord",NA
3.73230981826782,50.3325080871582,1,69,"Nord",NA
3.7480092048645,50.3416175842285,1,70,"Nord",NA
3.83880019187927,50.3467178344727,1,71,"Nord",NA
3.88808608055115,50.3248901367188,1,72,"Nord",NA
3.91148543357849,50.3212776184082,1,73,"Nord",NA
3.96679282188416,50.3378944396973,1,74,"Nord",NA
3.99149346351624,50.3384094238281,1,75,"Nord",NA
3.99968671798706,50.3471755981445,1,76,"Nord",NA
4.03003072738647,50.3531341552734,1,77,"Nord",NA
4.03298139572144,50.3537101745605,1,78,"Nord",NA
4.079270362854,50.3129692077637,1,79,"Nord",NA
4.1034779548645,50.3098754882812,1,80,"Nord",NA
4.12097024917603,50.2988739013672,1,81,"Nord",NA
4.12606954574585,50.2775039672852,1,82,"Nord",NA
4.139075756073,50.2588272094727,1,83,"Nord",NA
4.1632719039917,50.2606010437012,1,84,"Nord",NA
4.16087102890015,50.2808837890625,1,85,"Nord",NA
4.1678729057312,50.2870140075684,1,86,"Nord",NA
4.18317604064941,50.2769889831543,1,87,"Nord",NA
4.21156644821167,50.2698860168457,1,88,"Nord",NA
4.21456861495972,50.2509765625,1,89,"Nord",NA
4.19157552719116,50.2380867004395,1,90,"Nord",NA
4.15837287902832,50.2088050842285,1,91,"Nord",NA
4.15477466583252,50.1625099182129,1,92,"Nord",NA
4.13397073745728,50.1433181762695,1,93,"Nord",NA
4.13056707382202,50.1288795471191,1,94,"Nord",NA
4.14286851882935,50.1256141662598,1,95,"Nord",NA
4.16307735443115,50.1336364746094,1,96,"Nord",NA
4.19347238540649,50.1320877075195,1,97,"Nord",NA
4.20047378540039,50.1230354309082,1,98,"Nord",NA
4.19776916503906,50.1102027893066,1,99,"Nord",NA
